Agregados macroeconómicos;Total CNAE;CNAE Agrupación A10;CNAE Agrupación A21;CNAE Agrupación A64;Periodo;Total
Producción;Total CNAE;BDE Industrias extractivas, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;;;1996;30.888
Producción;Total CNAE;BDE Industrias extractivas, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;;;1995;29.007
Producción;Total CNAE;BDE Industrias extractivas, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;B Industrias extractivas;;2024;7.085
Producción;Total CNAE;BDE Industrias extractivas, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;B Industrias extractivas;;2023;7.929
Producción;Total CNAE;BDE Industrias extractivas, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;B Industrias extractivas;;2022;10.340
Producción;Total CNAE;BDE Industrias extractivas, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;B Industrias extractivas;;2021;7.481
Producción;Total CNAE;BDE Industrias extractivas, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;B Industrias extractivas;;2020;5.175
Producción;Total CNAE;BDE Industrias extractivas, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;B Industrias extractivas;;2019;5.963
Producción;Total CNAE;BDE Industrias extractivas, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;B Industrias extractivas;;2018;5.379
Producción;Total CNAE;BDE Industrias extractivas, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;B Industrias extractivas;;2017;4.496
Producción;Total CNAE;BDE Industrias extractivas, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;B Industrias extractivas;;2016;3.694
Producción;Total CNAE;BDE Industrias extractivas, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;B Industrias extractivas;;2015;3.742
Producción;Total CNAE;BDE Industrias extractivas, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;B Industrias extractivas;;2014;3.860
Producción;Total CNAE;BDE Industrias extractivas, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;B Industrias extractivas;;2013;4.179
Producción;Total CNAE;BDE Industrias extractivas, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;B Industrias extractivas;;2012;5.176
Producción;Total CNAE;BDE Industrias extractivas, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;B Industrias extractivas;;2011;5.756
Producción;Total CNAE;BDE Industrias extractivas, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;B Industrias extractivas;;2010;6.113
Producción;Total CNAE;BDE Industrias extractivas, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;B Industrias extractivas;;2009;6.116
Producción;Total CNAE;BDE Industrias extractivas, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;B Industrias extractivas;;2008;7.521
Producción;Total CNAE;BDE Industrias extractivas, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;B Industrias extractivas;;2007;7.844
Producción;Total CNAE;BDE Industrias extractivas, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;B Industrias extractivas;;2006;7.118
Producción;Total CNAE;BDE Industrias extractivas, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;B Industrias extractivas;;2005;6.466
Producción;Total CNAE;BDE Industrias extractivas, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;B Industrias extractivas;;2004;6.215
Producción;Total CNAE;BDE Industrias extractivas, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;B Industrias extractivas;;2003;5.854
Producción;Total CNAE;BDE Industrias extractivas, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;B Industrias extractivas;;2002;5.277
Producción;Total CNAE;BDE Industrias extractivas, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;B Industrias extractivas;;2001;4.979
Producción;Total CNAE;BDE Industrias extractivas, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;B Industrias extractivas;;2000;4.049
Producción;Total CNAE;BDE Industrias extractivas, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;B Industrias extractivas;;1999;3.787
Producción;Total CNAE;BDE Industrias extractivas, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;B Industrias extractivas;;1998;3.694
Producción;Total CNAE;BDE Industrias extractivas, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;B Industrias extractivas;;1997;3.781
Producción;Total CNAE;BDE Industrias extractivas, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;B Industrias extractivas;;1996;3.942
Producción;Total CNAE;BDE Industrias extractivas, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;B Industrias extractivas;;1995;4.103
Producción;Total CNAE;BDE Industrias extractivas, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;B Industrias extractivas;05-09 Industrias extractivas;2024;..
Producción;Total CNAE;BDE Industrias extractivas, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;B Industrias extractivas;05-09 Industrias extractivas;2023;7.929
Producción;Total CNAE;BDE Industrias extractivas, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;B Industrias extractivas;05-09 Industrias extractivas;2022;10.340
Producción;Total CNAE;BDE Industrias extractivas, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;B Industrias extractivas;05-09 Industrias extractivas;2021;7.481
Producción;Total CNAE;BDE Industrias extractivas, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;B Industrias extractivas;05-09 Industrias extractivas;2020;5.175
Producción;Total CNAE;BDE Industrias extractivas, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;B Industrias extractivas;05-09 Industrias extractivas;2019;5.963
Producción;Total CNAE;BDE Industrias extractivas, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;B Industrias extractivas;05-09 Industrias extractivas;2018;5.379
Producción;Total CNAE;BDE Industrias extractivas, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;B Industrias extractivas;05-09 Industrias extractivas;2017;4.496
Producción;Total CNAE;BDE Industrias extractivas, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;B Industrias extractivas;05-09 Industrias extractivas;2016;3.694
Producción;Total CNAE;BDE Industrias extractivas, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;B Industrias extractivas;05-09 Industrias extractivas;2015;3.742
Producción;Total CNAE;BDE Industrias extractivas, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;B Industrias extractivas;05-09 Industrias extractivas;2014;3.860
Producción;Total CNAE;BDE Industrias extractivas, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;B Industrias extractivas;05-09 Industrias extractivas;2013;4.179
Producción;Total CNAE;BDE Industrias extractivas, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;B Industrias extractivas;05-09 Industrias extractivas;2012;5.176
Producción;Total CNAE;BDE Industrias extractivas, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;B Industrias extractivas;05-09 Industrias extractivas;2011;5.756
Producción;Total CNAE;BDE Industrias extractivas, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;B Industrias extractivas;05-09 Industrias extractivas;2010;6.113
Producción;Total CNAE;BDE Industrias extractivas, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;B Industrias extractivas;05-09 Industrias extractivas;2009;6.116
Producción;Total CNAE;BDE Industrias extractivas, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;B Industrias extractivas;05-09 Industrias extractivas;2008;7.521
Producción;Total CNAE;BDE Industrias extractivas, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;B Industrias extractivas;05-09 Industrias extractivas;2007;7.844
Producción;Total CNAE;BDE Industrias extractivas, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;B Industrias extractivas;05-09 Industrias extractivas;2006;7.118
Producción;Total CNAE;BDE Industrias extractivas, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;B Industrias extractivas;05-09 Industrias extractivas;2005;6.466
Producción;Total CNAE;BDE Industrias extractivas, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;B Industrias extractivas;05-09 Industrias extractivas;2004;6.215
Producción;Total CNAE;BDE Industrias extractivas, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;B Industrias extractivas;05-09 Industrias extractivas;2003;5.854
Producción;Total CNAE;BDE Industrias extractivas, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;B Industrias extractivas;05-09 Industrias extractivas;2002;5.277
Producción;Total CNAE;BDE Industrias extractivas, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;B Industrias extractivas;05-09 Industrias extractivas;2001;4.979
Producción;Total CNAE;BDE Industrias extractivas, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;B Industrias extractivas;05-09 Industrias extractivas;2000;4.049
Producción;Total CNAE;BDE Industrias extractivas, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;B Industrias extractivas;05-09 Industrias extractivas;1999;3.787
Producción;Total CNAE;BDE Industrias extractivas, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;B Industrias extractivas;05-09 Industrias extractivas;1998;3.694
